iter,Prob,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,Fobj
51,Q01CA,0.14721172791772308,0.07699029137479435,0.1260097567185148,0.015064171622856247,0.46789247940171996,0.0010271178968430951,0.024479428284710163,0.5912323666502771,0.5262488750282821,0.0009893400103946376,0.001350428256232588,0.8136157543611353,0.8107344681280455,0.48692012668106055,0.39580990413290923,0.007070765691726363,0.9685482949485624,0.9425507501375112,0.26966881462914694,0.04028310827479823
52,Q01CB,0.08699100832700885,0.004303759300925307,0.8970918008686968,0.048891360694983704,0.08089431189358923,0.014492962512638534,0.011308220656084333,0.4352379449570003,0.3049966994324005,0.013268940187929061,0.22744435724640727,0.807887503496449,0.41048920751329643,0.9516601358134334,0.8926666643264756,0.9881495716108156,0.8459368555704448,0.5060837193520786,0.39404608134158764,6.733771698703228
53,Q01D,0.0050644307230536135,0.21432023167120232,0.998140957780655,0.5332449177670618,0.5447683000024983,1.7169153270276568e-05,0.0008671527317210274,0.8322977656564933,0.33573929602426145,0.7287186974806347,0.4396423675811371,0.0051477166787847195,0.8389633673775719,0.09111693645538907,0.5056160522608963,0.981358381028382,0.9486669143135057,0.40968599077071477,0.7397609859646613,0.016998661711507025
54,Q01E,0.07693492924131407,0.16441546989802436,0.8173806676069493,0.022736774974569884,0.40237238456466534,4.77549262917074e-06,0.6518351431839159,0.24708237714112855,0.5795245582262722,0.0011328244416871237,0.8252111386863983,0.730451717424281,0.357278261880067,0.20687620733440942,0.5605738270465586,0.05996897793867542,0.06737420812591355,0.1904006440456962,0.5200355098542992,0.05246289287417743
55,Q01A,0.0033916405774362746,0.015382922322496224,0.995407835219781,0.1486328380285919,0.43878026117982993,2.1355512989402528e-05,0.035006744491831096,0.9159587676863179,0.6044294263799669,0.002049010054030787,0.012556712260411426,0.9715925887465836,0.15969047626927144,0.3099927200469598,0.7393510506986787,0.4856638069175158,0.36836825651094895,0.8964768512370584,0.8610981437481934,0.001222185839051167
56,Q01B,0.01873793332369263,0.0029518127105151795,0.9977782191501278,0.5407565265840852,0.24197510764586433,0.01614698636241435,0.12162747737690005,0.23263316398421577,0.004590239174508348,0.043520396163686886,0.4288815264146865,0.037521728149543715,0.4150629677190838,0.9968168068743201,0.6885158069571684,0.8754109867638594,0.4719696343846026,0.7519252765857217,0.3556668959114532,6.1488004801842395
57,Q01CA,0.25301402435401116,0.25355275161667234,0.3125345184918049,0.01720386301437161,0.2927852753577655,9.164509211279704e-05,0.01064234256671001,0.7214767296879055,0.4040536578756529,0.00048233352121039986,0.05799972700965639,0.9228553798719744,0.43950145394952767,0.07733122803891414,0.5599329951679517,0.0068409965227520485,0.9353701655417946,0.8277924881657297,0.5863125421009375,0.040834161334614
58,Q01CB,0.2089061568830448,0.004643337002047505,0.9941596345075714,0.4350791687087395,0.25148165460701155,0.02593992936741047,0.2507432435209422,0.2911350785927767,0.04463381617443796,0.017309798157605742,0.02887444643804174,0.34550453661368724,0.8564539916088023,0.8680268254542958,0.5856977117304238,0.9542818841002202,0.972714245974543,0.4265776817996613,0.3622346015680808,6.87656335691614
59,Q01D,0.004120764461643556,0.19302647466767203,0.7786091144524964,0.9903327565379414,0.40877895603074405,1.7783586646811447e-05,0.004035615720591947,0.09328510893319569,0.6336644469213846,0.46239424075129676,0.08347241285125323,0.05923973611960358,0.07965363341961057,0.5269014719617622,0.36325656373582293,0.9985472022862583,0.9927557225716148,0.7437750086551236,0.7026253703627203,0.016939893478356057
60,Q01E,0.07245785765676419,0.10812890824148425,0.6119552778322492,0.022420855843617887,0.8208383516543932,3.435045773556059e-05,0.5957985641444364,0.3177787436715504,0.6387826903988176,0.0013276639091347833,0.6234474640167263,0.704660373678055,0.3493129877736218,0.007122613130283756,0.4857255286290032,0.0690992245598357,0.014186827988158705,0.6307762509936572,0.8286429364288032,0.05299885714985135
