h,Tao,Region,B_de_reglas,M_de_inf,U_de_acept,F_de_acept,x1,x2,x3,x4,x5,x6,x7,Fobj
1,0,3,B2,M,A,Lo,0.73618175,1.499316351,0.880302978,4.999999416,1.424217345,1.866806167,1.663572356,1.879386218
1,0,3,B2,L,U,Lo,0.65750512,1.337889578,0.727926057,4.999999985,1.055806808,3.354498489,3.50229823,1.86982412
1,0,3,B2,M,U,Lo,0.573325491,1.17449249,0.675033256,4.999999417,0.89050166,3.158591039,3.124080485,1.870232598
1,0,4,B1,L,A,Li,0.837584385,1.956257017,2.156404082,4.16185263,1.209189985,0.371474023,3.164343496,1.417339449
1,0,4,B1,M,A,Li,1.41214625,1.845916115,2.470977105,4.178112471,1.069855642,0.417531564,4.041655216,1.50367885
1,0,4,B1,L,U,Li,0.703292865,2.3582999,3.673396177,3.403354587,0.956464234,3.55572595,2.118024129,1.50355198
1,0,4,B1,M,U,Li,0.537212324,2.356406847,3.435442227,1.255375198,1.082366482,0.598743225,2.31751874,1.535612473
1,0,4,B1,L,A,Cu,0.392456048,2.633011079,2.433978334,3.161605747,1.213979861,0.667472265,2.346926312,1.435752806
1,0,4,B1,M,A,Cu,1.112821432,0.121710317,2.231436418,1.648070392,0.900303422,0.321427552,4.642628445,1.425476119
1,0,4,B1,L,U,Cu,0.430506255,2.062178191,4.719953309,4.109538034,1.166231528,0.407844215,1.370962119,1.507456354
1,0,4,B1,M,U,Cu,0.932841174,3.075078208,3.709642796,3.274062091,0.908967756,4.360308787,4.047153387,1.555892677
1,0,4,B1,L,A,Ex,0.684981871,1.032567031,3.209793838,4.072954162,1.04922699,0.392839603,2.665066383,1.45734603
1,0,4,B1,M,A,Ex,1.118611811,0.757265784,1.196783767,0.418064898,0.964310643,0.456898008,4.024097918,1.461346004
1,0,4,B1,L,U,Ex,0.656824042,1.65849391,1.664444821,0.112607476,0.268559773,0.007491399,2.637492119,1.545217002
1,0,4,B1,M,U,Ex,0.708094212,1.590630172,2.705626506,3.64556189,0.981038755,0.949683349,4.728889561,1.510049356
1,0,4,B1,L,A,Lo,1.488416057,2.665018396,3.591427734,4.339128003,1.047163346,4.88796175,2.768859893,1.563793486
1,0,4,B1,M,A,Lo,2.397284328,0.348960997,4.850179373,4.453544662,0.90753605,2.866596076,4.493708504,1.472113522
1,0,4,B1,L,U,Lo,0.494020348,0.553310575,4.497493516,1.567140065,1.106887446,0.919143252,1.546276999,1.488558509
1,0,4,B1,M,U,Lo,0.92825047,1.835741721,3.448522161,3.364057962,0.906608647,3.272485641,4.081195232,1.562896284
1,0,4,B2,L,A,Li,3.690491422,0.256190087,3.383139276,4.15320878,4.117441334,0.089892725,3.819884649,1.48441006
1,0,4,B2,M,A,Li,2.927617971,0.220628418,3.602732892,4.958540931,2.825952575,0.558114656,3.38342178,1.490471087
1,0,4,B2,L,U,Li,2.603873218,0.206004398,4.982862435,4.514922341,3.904234472,1.753321609,3.773775328,1.487367513
1,0,4,B2,M,U,Li,2.754247228,0.21972943,2.396490146,4.998830204,4.48236265,0.91513147,4.171564954,1.501676702
1,0,4,B2,L,A,Cu,2.298994418,0.054951446,2.687738236,3.982737311,2.7306092,0.346280562,4.003333426,1.42815759
1,0,4,B2,M,A,Cu,2.349560998,0.072143618,3.03457367,4.912001578,3.458675833,0.357994578,3.61436535,1.428448466
1,0,4,B2,L,U,Cu,2.092449661,0.111423153,4.777784603,4.408169415,4.137473409,1.04630186,2.891402321,1.463596976
1,0,4,B2,M,U,Cu,1.89383326,0.120818759,4.544935149,2.797605557,2.822190149,1.128991452,3.70398756,1.465885644
1,0,4,B2,L,A,Ex,3.266610722,0.171599586,2.056738341,4.585539699,4.438809541,0.50401432,4.455122427,1.455029763
1,0,4,B2,M,A,Ex,2.265664815,0.03845312,2.070083065,4.931769229,2.98615301,0.188361214,4.963408984,1.399486241
1,0,4,B2,L,U,Ex,2.398605377,0.22383429,4.985779776,2.678159956,4.223664828,0.648165233,4.830216687,1.502768941
1,0,4,B2,M,U,Ex,2.722077865,0.222174046,2.336373302,3.61020274,4.945037914,1.297296411,3.837448953,1.485225448
1,0,4,B2,L,A,Lo,3.490442291,0.310967995,3.375015636,4.402831117,3.281202878,0.475553324,3.051221835,1.500045725
1,0,4,B2,M,A,Lo,3.711157699,0.335382097,3.582275931,4.289079787,3.644954957,0.729868947,3.027999771,1.48950703
1,0,4,B2,L,U,Lo,2.824921718,0.314894937,2.380604648,3.203117215,3.953930495,0.575324577,4.249835631,1.501897411
1,0,4,B2,M,U,Lo,2.832542377,0.284498477,3.100781949,3.362387137,4.3226402,0.103479047,4.002267049,1.489715707
1,0,5,B1,L,A,Li,1.333408656,0.510934797,4.235720181,4.948822139,0.806178215,4.737539342,0.867579062,1.155859683
1,0,5,B1,M,A,Li,1.458894734,0.556531056,1.918845337,3.720973539,0.805454726,4.852426333,1.029812164,1.154956493
1,0,5,B1,L,U,Li,0.355250749,4.953569036,3.466946436,4.735746297,1.155943817,1.089101022,0.343133083,1.12572612
1,0,5,B1,M,U,Li,0.696059238,0.267925733,4.957061346,4.999906123,0.819553648,3.791080393,0.02267393,1.160522902
1,0,5,B1,L,A,Cu,0.274411384,0.517498997,4.9359384,4.851393076,1.044180894,0.817252112,0.397759496,1.123786421
1,0,5,B1,M,A,Cu,1.736660882,0.660692195,3.743840951,4.795073749,0.806786488,3.981005124,1.107992094,1.155030995
1,0,5,B1,L,U,Cu,0.697525777,4.675801973,3.916134136,4.908776914,0.953064336,4.33010335,0.900749109,1.164731357
1,0,5,B1,M,U,Cu,0.505452343,4.948508566,4.769087793,4.999488192,1.059955011,0.922430108,1.200083305,1.083220985
1,0,5,B1,L,A,Ex,2.640446261,0.890342911,4.982691627,4.992128148,0.841518935,2.523235775,3.901424936,1.165292716
1,0,5,B1,M,A,Ex,3.379936747,1.200815346,4.925342981,4.546058219,0.831309415,3.637520755,4.819708066,1.170597588
1,0,5,B1,L,U,Ex,0.13645377,4.966420167,2.284954444,4.932415692,1.16961174,4.637927454,0.142557676,1.119467437
1,0,5,B1,M,U,Ex,0.142546808,4.623823919,3.11102725,4.580074896,1.164700573,4.631820708,0.14540415,1.119805009
1,0,5,B1,L,A,Lo,2.954774745,1.004825287,3.645249987,4.978357401,0.836424585,1.560254209,4.208518754,1.164721248
1,0,5,B1,M,A,Lo,0.864587205,0.322765281,4.853141608,3.715226605,0.812983852,4.641514294,0.71875113,1.154969154
1,0,5,B1,L,U,Lo,0.149546588,4.975390033,4.931506747,4.866900339,1.175395163,3.036125793,0.048213912,1.112440162
1,0,5,B1,M,U,Lo,0.11620055,4.96911474,1.7871119,4.167827915,1.185084848,3.173115321,0.007864779,1.146547408
1,0,5,B2,L,A,Li,4.295422189,1.262841579,0.717085513,4.193205885,3.874003435,3.573093317,2.501244804,1.088090298
1,0,5,B2,M,A,Li,4.324996937,0.493023701,0.266689995,4.538939618,2.222256876,3.46006998,3.272885372,1.112502375
1,0,5,B2,L,U,Li,2.859602827,0.671509296,0.754119258,2.614588433,3.699966284,4.648413358,2.837305625,1.104486639
1,0,5,B2,M,U,Li,1.418610973,0.524413439,4.997055454,2.968058873,2.675103211,3.891362505,0.060120952,1.158880501
1,0,5,B2,L,A,Cu,3.506675211,0.669587677,0.726849335,2.806211498,2.738110706,4.521263418,1.177924197,1.072969065
1,0,5,B2,M,A,Cu,1.34148326,0.05546612,3.836426489,1.355736066,1.039809891,1.265046176,1.340887481,1.104052975
1,0,5,B2,L,U,Cu,2.859747599,0.410098951,0.759289126,1.828816636,4.925647723,3.225822679,0.792602751,1.130725398
1,0,5,B2,M,U,Cu,2.481145427,0.449584224,0.322472827,1.967411292,3.2666992,2.878838012,2.185006176,1.154072546
1,0,5,B2,L,A,Ex,4.358116679,0.640671745,0.7230301,2.743025284,4.192432494,2.519746594,2.15739198,1.074885073
1,0,5,B2,M,A,Ex,2.643308006,0.726467111,0.666594265,4.741547778,2.393892584,4.19793573,1.827606402,1.091893373
1,0,5,B2,L,U,Ex,1.969711604,0.431129516,0.371169196,4.700760659,3.35705593,4.3840011,1.364977555,1.097395044
1,0,5,B2,M,U,Ex,2.155623969,0.55498276,0.325082662,1.416577685,2.574995192,3.199182148,2.158503048,1.092174755
1,0,5,B2,L,A,Lo,3.842877659,0.400878972,0.148823169,2.97085979,1.528142782,4.117131355,2.791242055,1.064701954
1,0,5,B2,M,A,Lo,3.512725093,0.642198761,0.409264747,2.56484068,2.877398518,4.24878507,2.125040143,1.073550406
1,0,5,B2,L,U,Lo,2.982930968,0.409991871,0.088354763,3.732936771,4.527601749,3.333808632,2.269662647,1.080201216
1,0,5,B2,M,U,Lo,4.371710518,0.28503711,0.630130919,2.946939076,2.753304539,4.228536606,4.415088178,1.081381232
